Wavelength    Read Noise      Sky           Dark          A_Eff        BEF           Disp_Width    XDisp_Width
(Angstroms) (Cnt/Exposure) (Cnt/s/res)   (Cnt/s/res)      (cm^2)  (Erg/cm^2/s/res)   (N_resels)     (N_resels)
3712.8022         36.00      5.13e-07      1.39e-06    164080.5      6.21e-23         1.14         1.42
3712.8718         36.00      5.13e-07      1.39e-06    164083.5      6.21e-23         1.14         1.42
3712.9414         36.00      5.13e-07      1.39e-06    164086.5      6.21e-23         1.14         1.42
3713.0107         36.00      5.13e-07      1.39e-06    164089.5      6.21e-23         1.14         1.42
3713.0803         36.00      5.13e-07      1.39e-06    164092.5      6.21e-23         1.14         1.42
3713.1499         36.00      5.14e-07      1.39e-06    164095.6      6.21e-23         1.14         1.42
3713.2192         36.00      5.14e-07      1.39e-06    164098.6      6.21e-23         1.14         1.42
3713.2891         36.00      5.14e-07      1.39e-06    164101.7      6.21e-23         1.14         1.42
3713.3584         36.00      5.14e-07      1.39e-06    164104.8      6.21e-23         1.14         1.42
3713.4280         36.00      5.14e-07      1.39e-06    164107.8      6.21e-23         1.14         1.42
3713.4976         36.00      5.14e-07      1.39e-06    164110.9      6.21e-23         1.14         1.42
3713.5669         36.00      5.14e-07      1.39e-06    164113.9      6.21e-23         1.14         1.42
3713.6365         36.00      5.14e-07      1.39e-06    164117.0      6.21e-23         1.14         1.42
3713.7061         36.00      5.14e-07      1.39e-06    164120.1      6.20e-23         1.14         1.42
3713.7754         36.00      5.14e-07      1.39e-06    164123.1      6.20e-23         1.14         1.42
3713.8452         36.00      5.14e-07      1.39e-06    164126.2      6.20e-23         1.14         1.42
3713.9146         36.00      5.14e-07      1.39e-06    164129.2      6.20e-23         1.14         1.42
3713.9841         36.00      5.14e-07      1.39e-06    164132.3      6.20e-23         1.14         1.42
3714.0537         36.00      5.14e-07      1.39e-06    164135.4      6.20e-23         1.14         1.42
3714.1230         36.00      5.14e-07      1.39e-06    164138.4      6.20e-23         1.14         1.42
3714.1926         36.00      5.14e-07      1.39e-06    164141.5      6.20e-23         1.14         1.42
3714.2622         36.00      5.14e-07      1.39e-06    164144.5      6.20e-23         1.14         1.42
3714.3315         36.00      5.14e-07      1.39e-06    164147.6      6.20e-23         1.14         1.42
3714.4014         36.00      5.14e-07      1.39e-06    164150.7      6.20e-23         1.14         1.42
3714.4707         36.00      5.14e-07      1.39e-06    164153.7      6.20e-23         1.14         1.42
3714.5403         36.00      5.14e-07      1.39e-06    164156.8      6.20e-23         1.14         1.42
3714.6099         36.00      5.14e-07      1.39e-06    164159.8      6.20e-23         1.14         1.42
3714.6792         36.00      5.14e-07      1.39e-06    164162.9      6.20e-23         1.14         1.42
3714.7488         36.00      5.14e-07      1.39e-06    164166.0      6.20e-23         1.14         1.42
3714.8184         36.00      5.14e-07      1.39e-06    164169.0      6.20e-23         1.14         1.42
3714.8877         36.00      5.14e-07      1.39e-06    164172.1      6.20e-23         1.14         1.43
3714.9575         36.00      5.14e-07      1.39e-06    164175.1      6.20e-23         1.14         1.43
3715.0269         36.00      5.14e-07      1.39e-06    164178.2      6.20e-23         1.14         1.43
3715.0964         36.00      5.14e-07      1.39e-06    164181.1      6.20e-23         1.14         1.43
3715.1660         36.00      5.14e-07      1.39e-06    164184.1      6.20e-23         1.14         1.43
3715.2354         36.00      5.14e-07      1.39e-06    164187.1      6.20e-23         1.14         1.43
3715.3049         36.00      5.14e-07      1.39e-06    164190.1      6.20e-23         1.14         1.43
3715.3745         36.00      5.14e-07      1.39e-06    164193.1      6.20e-23         1.14         1.43
3715.4438         36.00      5.14e-07      1.39e-06    164196.1      6.20e-23         1.14         1.43
3715.5137         36.00      5.14e-07      1.39e-06    164199.1      6.20e-23         1.14         1.43
3715.5830         36.00      5.14e-07      1.39e-06    164202.1      6.20e-23         1.14         1.43
3715.6526         36.00      5.14e-07      1.39e-06    164205.1      6.20e-23         1.14         1.43
3715.7222         36.00      5.14e-07      1.39e-06    164208.0      6.20e-23         1.14         1.43
3715.7915         36.00      5.14e-07      1.39e-06    164211.0      6.20e-23         1.14         1.43
3715.8611         36.00      5.14e-07      1.39e-06    164214.0      6.20e-23         1.14         1.43
3715.9307         36.00      5.14e-07      1.39e-06    164217.0      6.20e-23         1.14         1.43
3716.0000         36.00      5.14e-07      1.39e-06    164220.0      6.20e-23         1.14         1.43
3716.0698         36.00      5.14e-07      1.39e-06    164223.1      6.20e-23         1.14         1.43
3716.1392         36.00      5.14e-07      1.39e-06    164226.1      6.20e-23         1.14         1.43
3716.2087         36.00      5.14e-07      1.39e-06    164229.2      6.20e-23         1.14         1.43
3716.2783         36.00      5.14e-07      1.39e-06    164232.2      6.20e-23         1.14         1.43
3716.3477         36.00      5.14e-07      1.39e-06    164235.3      6.20e-23         1.14         1.43
3716.4172         36.00      5.14e-07      1.39e-06    164238.4      6.20e-23         1.14         1.43
3716.4868         36.00      5.14e-07      1.39e-06    164241.4      6.20e-23         1.14         1.43
3716.5562         36.00      5.14e-07      1.39e-06    164244.5      6.20e-23         1.14         1.43
3716.6260         36.00      5.14e-07      1.39e-06    164247.5      6.20e-23         1.14         1.43
3716.6953         36.00      5.14e-07      1.39e-06    164250.6      6.20e-23         1.14         1.43
3716.7649         36.00      5.15e-07      1.39e-06    164253.7      6.20e-23         1.14         1.43
3716.8345         36.00      5.15e-07      1.39e-06    164256.7      6.20e-23         1.14         1.43
3716.9038         36.00      5.15e-07      1.39e-06    164259.8      6.20e-23         1.14         1.43
3716.9734         36.00      5.15e-07      1.39e-06    164262.8      6.20e-23         1.14         1.43
3717.0430         36.00      5.15e-07      1.39e-06    164265.8      6.20e-23         1.14         1.43
3717.1123         36.00      5.15e-07      1.39e-06    164268.8      6.20e-23         1.14         1.43
3717.1821         36.00      5.15e-07      1.39e-06    164271.8      6.20e-23         1.14         1.43
3717.2515         36.00      5.15e-07      1.39e-06    164274.8      6.20e-23         1.14         1.43
3717.3210         36.00      5.15e-07      1.39e-06    164277.8      6.20e-23         1.14         1.43
3717.3906         36.00      5.15e-07      1.39e-06    164280.8      6.20e-23         1.15         1.43
3717.4600         36.00      5.15e-07      1.39e-06    164283.8      6.20e-23         1.15         1.43
3717.5295         36.00      5.15e-07      1.39e-06    164286.8      6.20e-23         1.15         1.43
3717.5991         36.00      5.15e-07      1.39e-06    164289.8      6.20e-23         1.15         1.43
3717.6685         36.00      5.15e-07      1.39e-06    164292.8      6.20e-23         1.15         1.43
3717.7383         36.00      5.15e-07      1.39e-06    164295.8      6.20e-23         1.15         1.43
3717.8076         36.00      5.15e-07      1.39e-06    164298.7      6.20e-23         1.15         1.43
3717.8772         36.00      5.15e-07      1.39e-06    164301.7      6.19e-23         1.15         1.43
3717.9468         36.00      5.15e-07      1.39e-06    164304.7      6.19e-23         1.15         1.44
3718.0161         36.00      5.15e-07      1.39e-06    164307.7      6.19e-23         1.15         1.44
3718.0857         36.00      5.15e-07      1.39e-06    164310.8      6.19e-23         1.15         1.44
3718.1553         36.00      5.15e-07      1.39e-06    164313.8      6.19e-23         1.15         1.44
3718.2246         36.00      5.15e-07      1.39e-06    164316.9      6.19e-23         1.15         1.44
3718.2944         36.00      5.14e-07      1.39e-06    164320.0      6.19e-23         1.15         1.44
3718.3638         36.00      5.14e-07      1.39e-06    164323.0      6.19e-23         1.15         1.44
3718.4333         36.00      5.14e-07      1.39e-06    164326.1      6.19e-23         1.15         1.44
3718.5029         36.00      5.14e-07      1.39e-06    164329.1      6.19e-23         1.15         1.44
3718.5723         36.00      5.14e-07      1.39e-06    164332.2      6.19e-23         1.15         1.44
3718.6418         36.00      5.13e-07      1.39e-06    164335.2      6.19e-23         1.15         1.44
3718.7114         36.00      5.13e-07      1.39e-06    164338.3      6.19e-23         1.15         1.44
3718.7808         36.00      5.13e-07      1.39e-06    164341.4      6.19e-23         1.15         1.44
3718.8506         36.00      5.13e-07      1.39e-06    164344.4      6.18e-23         1.15         1.44
3718.9199         36.00      5.13e-07      1.39e-06    164347.5      6.18e-23         1.15         1.44
3718.9895         36.00      5.12e-07      1.39e-06    164350.5      6.18e-23         1.15         1.44
3719.0591         36.00      5.12e-07      1.39e-06    164353.6      6.18e-23         1.15         1.44
3719.1284         36.00      5.12e-07      1.39e-06    164356.7      6.18e-23         1.15         1.44
3719.1980         36.00      5.12e-07      1.39e-06    164359.7      6.18e-23         1.15         1.44
3719.2676         36.00      5.12e-07      1.39e-06    164362.8      6.18e-23         1.15         1.44
3719.3369         36.00      5.11e-07      1.39e-06    164365.8      6.18e-23         1.15         1.44
3719.4067         36.00      5.11e-07      1.39e-06    164368.9      6.18e-23         1.15         1.44
3719.4761         36.00      5.11e-07      1.39e-06    164372.0      6.18e-23         1.15         1.44
3719.5457         36.00      5.11e-07      1.39e-06    164375.0      6.18e-23         1.15         1.44
3719.6152         36.00      5.11e-07      1.39e-06    164378.1      6.18e-23         1.15         1.44
3719.6846         36.00      5.10e-07      1.39e-06    164381.1      6.17e-23         1.15         1.44
3719.7542         36.00      5.10e-07      1.39e-06    164384.2      6.17e-23         1.15         1.44
3719.8237         36.00      5.10e-07      1.39e-06    164387.2      6.17e-23         1.15         1.44
3719.8931         36.00      5.10e-07      1.39e-06    164390.3      6.17e-23         1.15         1.44
3719.9629         36.00      5.10e-07      1.39e-06    164393.4      6.17e-23         1.15         1.44
3720.0322         36.00      5.09e-07      1.39e-06    164391.9      6.17e-23         1.15         1.44
3720.1018         36.00      5.09e-07      1.39e-06    164385.2      6.17e-23         1.15         1.44
3720.1714         36.00      5.09e-07      1.39e-06    164378.5      6.17e-23         1.15         1.44
3720.2407         36.00      5.09e-07      1.39e-06    164371.9      6.17e-23         1.15         1.44
3720.3103         36.00      5.08e-07      1.39e-06    164365.2      6.17e-23         1.15         1.44
3720.3799         36.00      5.08e-07      1.39e-06    164358.5      6.17e-23         1.15         1.44
3720.4492         36.00      5.08e-07      1.39e-06    164351.9      6.17e-23         1.15         1.44
3720.5190         36.00      5.08e-07      1.39e-06    164345.2      6.17e-23         1.15         1.44
3720.5884         36.00      5.07e-07      1.39e-06    164338.5      6.17e-23         1.15         1.44
3720.6580         36.00      5.07e-07      1.39e-06    164331.8      6.16e-23         1.15         1.44
3720.7275         36.00      5.07e-07      1.39e-06    164325.2      6.16e-23         1.15         1.44
3720.7969         36.00      5.07e-07      1.39e-06    164318.5      6.16e-23         1.15         1.44
3720.8665         36.00      5.06e-07      1.39e-06    164311.8      6.16e-23         1.15         1.44
3720.9360         36.00      5.06e-07      1.39e-06    164305.1      6.16e-23         1.15         1.44
3721.0054         36.00      5.06e-07      1.39e-06    164298.5      6.16e-23         1.15         1.45
3721.0752         36.00      5.05e-07      1.39e-06    164291.9      6.16e-23         1.15         1.45
3721.1445         36.00      5.05e-07      1.39e-06    164285.3      6.16e-23         1.15         1.45
3721.2141         36.00      5.05e-07      1.39e-06    164278.7      6.16e-23         1.15         1.45
3721.2837         36.00      5.04e-07      1.39e-06    164272.0      6.16e-23         1.15         1.45
3721.3530         36.00      5.04e-07      1.39e-06    164265.5      6.16e-23         1.15         1.45
3721.4226         36.00      5.04e-07      1.39e-06    164258.9      6.15e-23         1.15         1.45
3721.4922         36.00      5.03e-07      1.39e-06    164252.2      6.15e-23         1.15         1.45
3721.5615         36.00      5.03e-07      1.39e-06    164245.7      6.15e-23         1.15         1.45
3721.6313         36.00      5.03e-07      1.39e-06    164239.0      6.15e-23         1.15         1.45
3721.7007         36.00      5.02e-07      1.39e-06    164232.4      6.15e-23         1.15         1.45
3721.7700         36.00      5.02e-07      1.39e-06    164225.8      6.15e-23         1.15         1.45
3721.8398         36.00      5.02e-07      1.39e-06    164219.2      6.15e-23         1.15         1.45
3721.9092         36.00      5.01e-07      1.39e-06    164212.6      6.15e-23         1.15         1.45
3721.9788         36.00      5.01e-07      1.39e-06    164206.0      6.15e-23         1.15         1.45
3722.0483         36.00      5.01e-07      1.39e-06    164199.4      6.15e-23         1.15         1.45
3722.1177         36.00      5.00e-07      1.39e-06    164192.8      6.14e-23         1.15         1.45
3722.1873         36.00      5.00e-07      1.39e-06    164186.2      6.14e-23         1.15         1.45
3722.2568         36.00      5.00e-07      1.39e-06    164179.6      6.14e-23         1.15         1.45
3722.3262         36.00      4.99e-07      1.39e-06    164173.0      6.14e-23         1.15         1.45
3722.3960         36.00      4.99e-07      1.39e-06    164166.4      6.14e-23         1.15         1.45
3722.4653         36.00      4.99e-07      1.39e-06    164159.8      6.14e-23         1.15         1.45
3722.5349         36.00      4.98e-07      1.39e-06    164153.2      6.14e-23         1.15         1.45
3722.6045         36.00      4.98e-07      1.39e-06    164146.6      6.14e-23         1.15         1.45
3722.6738         36.00      4.98e-07      1.39e-06    164140.0      6.14e-23         1.15         1.45
3722.7434         36.00      4.97e-07      1.39e-06    164133.4      6.14e-23         1.15         1.45
3722.8130         36.00      4.97e-07      1.39e-06    164126.8      6.14e-23         1.15         1.45
3722.8823         36.00      4.97e-07      1.39e-06    164120.2      6.13e-23         1.15         1.45
3722.9521         36.00      4.96e-07      1.39e-06    164113.5      6.13e-23         1.15         1.45
3723.0215         36.00      4.96e-07      1.39e-06    164106.9      6.13e-23         1.15         1.45
3723.0911         36.00      4.96e-07      1.39e-06    164100.2      6.13e-23         1.15         1.45
3723.1606         36.00      4.95e-07      1.39e-06    164093.6      6.13e-23         1.15         1.45
3723.2300         36.00      4.95e-07      1.39e-06    164086.9      6.13e-23         1.15         1.45
3723.2996         36.00      4.95e-07      1.39e-06    164080.2      6.13e-23         1.15         1.45
3723.3691         36.00      4.94e-07      1.39e-06    164073.6      6.13e-23         1.15         1.45
3723.4385         36.00      4.94e-07      1.39e-06    164066.9      6.13e-23         1.15         1.45
3723.5083         36.00      4.94e-07      1.39e-06    164060.2      6.13e-23         1.15         1.45
3723.5776         36.00      4.93e-07      1.39e-06    164053.5      6.12e-23         1.15         1.45
3723.6472         36.00      4.93e-07      1.39e-06    164046.9      6.12e-23         1.15         1.45
3723.7168         36.00      4.92e-07      1.39e-06    164040.2      6.12e-23         1.15         1.45
3723.7861         36.00      4.92e-07      1.39e-06    164033.5      6.12e-23         1.15         1.45
3723.8557         36.00      4.92e-07      1.39e-06    164026.8      6.12e-23         1.15         1.45
3723.9253         36.00      4.91e-07      1.39e-06    164020.2      6.12e-23         1.15         1.45
3723.9946         36.00      4.91e-07      1.39e-06    164013.5      6.12e-23         1.15         1.45
3724.0645         36.00      4.91e-07      1.39e-06    164006.9      6.12e-23         1.15         1.46
3724.1338         36.00      4.90e-07      1.39e-06    164000.3      6.12e-23         1.15         1.46
3724.2034         36.00      4.90e-07      1.39e-06    163993.7      6.12e-23         1.15         1.46
3724.2729         36.00      4.90e-07      1.39e-06    163987.1      6.11e-23         1.15         1.46
3724.3423         36.00      4.89e-07      1.39e-06    163980.5      6.11e-23         1.15         1.46
3724.4119         36.00      4.89e-07      1.39e-06    163973.9      6.11e-23         1.15         1.46
3724.4814         36.00      4.89e-07      1.39e-06    163967.3      6.11e-23         1.15         1.46
3724.5508         36.00      4.88e-07      1.39e-06    163960.7      6.11e-23         1.15         1.46
3724.6206         36.00      4.88e-07      1.39e-06    163954.0      6.11e-23         1.15         1.46
3724.6899         36.00      4.88e-07      1.39e-06    163947.5      6.11e-23         1.15         1.46
3724.7595         36.00      4.87e-07      1.39e-06    163940.8      6.11e-23         1.15         1.46
3724.8291         36.00      4.87e-07      1.39e-06    163934.2      6.11e-23         1.15         1.46
3724.8984         36.00      4.87e-07      1.39e-06    163927.7      6.11e-23         1.15         1.46
3724.9680         36.00      4.86e-07      1.39e-06    163921.0      6.10e-23         1.15         1.46
3725.0376         36.00      4.86e-07      1.39e-06    163914.4      6.10e-23         1.15         1.46
3725.1069         36.00      4.86e-07      1.39e-06    163907.8      6.10e-23         1.15         1.46
3725.1768         36.00      4.85e-07      1.39e-06    163901.2      6.10e-23         1.16         1.46
3725.2461         36.00      4.85e-07      1.39e-06    163894.6      6.10e-23         1.16         1.46
3725.3157         36.00      4.85e-07      1.39e-06    163888.0      6.10e-23         1.16         1.46
3725.3853         36.00      4.84e-07      1.39e-06    163881.4      6.10e-23         1.16         1.46
3725.4546         36.00      4.84e-07      1.39e-06    163874.8      6.10e-23         1.16         1.46
3725.5242         36.00      4.84e-07      1.39e-06    163868.2      6.10e-23         1.16         1.46
3725.5938         36.00      4.83e-07      1.39e-06    163861.6      6.10e-23         1.16         1.46
3725.6631         36.00      4.83e-07      1.39e-06    163855.0      6.10e-23         1.16         1.46
3725.7329         36.00      4.83e-07      1.39e-06    163848.4      6.09e-23         1.16         1.46
3725.8022         36.00      4.82e-07      1.39e-06    163841.8      6.09e-23         1.16         1.46
3725.8718         36.00      4.82e-07      1.39e-06    163835.2      6.09e-23         1.16         1.46
3725.9414         36.00      4.82e-07      1.39e-06    163828.6      6.09e-23         1.16         1.46
3726.0107         36.00      4.81e-07      1.39e-06    163822.0      6.09e-23         1.16         1.46
3726.0803         36.00      4.81e-07      1.39e-06    163815.4      6.09e-23         1.16         1.46
3726.1499         36.00      4.81e-07      1.39e-06    163808.8      6.09e-23         1.16         1.46
3726.2192         36.00      4.80e-07      1.39e-06    163802.2      6.09e-23         1.16         1.46
3726.2891         36.00      4.80e-07      1.39e-06    163795.5      6.09e-23         1.16         1.46
3726.3584         36.00      4.79e-07      1.39e-06    163789.0      6.08e-23         1.16         1.46
3726.4280         36.00      4.79e-07      1.39e-06    163782.3      6.08e-23         1.16         1.46
3726.4976         36.00      4.78e-07      1.39e-06    163775.7      6.08e-23         1.16         1.46
3726.5669         36.00      4.78e-07      1.39e-06    163769.1      6.08e-23         1.16         1.46
3726.6365         36.00      4.78e-07      1.39e-06    163762.5      6.08e-23         1.16         1.46
3726.7061         36.00      4.77e-07      1.39e-06    163755.9      6.08e-23         1.16         1.46
3726.7754         36.00      4.77e-07      1.39e-06    163749.3      6.08e-23         1.16         1.46
3726.8452         36.00      4.76e-07      1.39e-06    163742.7      6.08e-23         1.16         1.46
3726.9146         36.00      4.76e-07      1.39e-06    163736.1      6.07e-23         1.16         1.46
3726.9841         36.00      4.75e-07      1.39e-06    163729.5      6.07e-23         1.16         1.46
3727.0537         36.00      4.75e-07      1.39e-06    163722.9      6.07e-23         1.16         1.46
3727.1230         36.00      4.74e-07      1.39e-06    163716.3      6.07e-23         1.16         1.47
3727.1926         36.00      4.74e-07      1.39e-06    163709.7      6.07e-23         1.16         1.47
3727.2622         36.00      4.74e-07      1.39e-06    163703.1      6.07e-23         1.16         1.47
3727.3315         36.00      4.73e-07      1.39e-06    163696.5      6.07e-23         1.16         1.47
3727.4014         36.00      4.73e-07      1.39e-06    163689.9      6.06e-23         1.16         1.47
3727.4707         36.00      4.72e-07      1.39e-06    163683.3      6.06e-23         1.16         1.47
3727.5403         36.00      4.72e-07      1.39e-06    163676.7      6.06e-23         1.16         1.47
3727.6099         36.00      4.71e-07      1.39e-06    163670.1      6.06e-23         1.16         1.47
3727.6792         36.00      4.71e-07      1.39e-06    163663.5      6.06e-23         1.16         1.47
3727.7488         36.00      4.70e-07      1.39e-06    163656.9      6.06e-23         1.16         1.47
3727.8184         36.00      4.70e-07      1.39e-06    163650.2      6.06e-23         1.16         1.47
3727.8877         36.00      4.70e-07      1.39e-06    163643.7      6.06e-23         1.16         1.47
3727.9575         36.00      4.69e-07      1.39e-06    163637.0      6.05e-23         1.16         1.47
3728.0269         36.00      4.69e-07      1.39e-06    163630.5      6.05e-23         1.16         1.47
3728.0964         36.00      4.68e-07      1.39e-06    163623.8      6.05e-23         1.16         1.47
3728.1660         36.00      4.68e-07      1.39e-06    163617.2      6.05e-23         1.16         1.47
3728.2354         36.00      4.67e-07      1.39e-06    163610.6      6.05e-23         1.16         1.47
3728.3049         36.00      4.67e-07      1.39e-06    163604.0      6.05e-23         1.16         1.47
3728.3745         36.00      4.66e-07      1.39e-06    163597.4      6.05e-23         1.16         1.47
3728.4438         36.00      4.66e-07      1.39e-06    163590.8      6.04e-23         1.16         1.47
3728.5137         36.00      4.65e-07      1.39e-06    163584.2      6.04e-23         1.16         1.47
3728.5830         36.00      4.65e-07      1.39e-06    163577.6      6.04e-23         1.16         1.47
3728.6526         36.00      4.65e-07      1.39e-06    163571.0      6.04e-23         1.16         1.47
3728.7222         36.00      4.64e-07      1.39e-06    163564.4      6.04e-23         1.16         1.47
3728.7915         36.00      4.64e-07      1.39e-06    163557.8      6.04e-23         1.16         1.47
3728.8611         36.00      4.63e-07      1.39e-06    163551.2      6.04e-23         1.16         1.47
3728.9307         36.00      4.63e-07      1.39e-06    163544.6      6.04e-23         1.16         1.47
3729.0000         36.00      4.63e-07      1.39e-06    163538.0      6.03e-23         1.16         1.47
3729.0698         36.00      4.62e-07      1.39e-06    163531.4      6.03e-23         1.16         1.47
3729.1392         36.00      4.62e-07      1.39e-06    163524.8      6.03e-23         1.16         1.47
3729.2087         36.00      4.61e-07      1.39e-06    163518.2      6.03e-23         1.16         1.47
3729.2783         36.00      4.61e-07      1.39e-06    163511.6      6.03e-23         1.16         1.47
3729.3477         36.00      4.61e-07      1.39e-06    163505.0      6.03e-23         1.16         1.47
3729.4172         36.00      4.60e-07      1.39e-06    163498.4      6.03e-23         1.16         1.47
3729.4868         36.00      4.60e-07      1.39e-06    163491.8      6.03e-23         1.16         1.47
3729.5562         36.00      4.60e-07      1.39e-06    163485.2      6.03e-23         1.16         1.47
3729.6260         36.00      4.59e-07      1.39e-06    163478.5      6.03e-23         1.16         1.47
3729.6953         36.00      4.59e-07      1.39e-06    163471.9      6.03e-23         1.16         1.47
3729.7649         36.00      4.59e-07      1.39e-06    163465.3      6.02e-23         1.16         1.47
3729.8345         36.00      4.58e-07      1.39e-06    163458.7      6.02e-23         1.16         1.47
3729.9038         36.00      4.58e-07      1.39e-06    163452.1      6.02e-23         1.16         1.47
3729.9734         36.00      4.58e-07      1.39e-06    163445.5      6.02e-23         1.16         1.47
3730.0430         36.00      4.57e-07      1.39e-06    163438.4      6.02e-23         1.16         1.47
3730.1123         36.00      4.57e-07      1.39e-06    163431.0      6.02e-23         1.16         1.47
3730.1821         36.00      4.57e-07      1.39e-06    163423.5      6.02e-23         1.16         1.48
3730.2515         36.00      4.56e-07      1.39e-06    163416.1      6.02e-23         1.16         1.48
3730.3210         36.00      4.56e-07      1.39e-06    163408.6      6.02e-23         1.16         1.48
3730.3906         36.00      4.56e-07      1.39e-06    163401.2      6.02e-23         1.16         1.48
3730.4600         36.00      4.55e-07      1.39e-06    163393.8      6.01e-23         1.16         1.48
3730.5295         36.00      4.55e-07      1.39e-06    163386.3      6.01e-23         1.16         1.48
3730.5991         36.00      4.55e-07      1.39e-06    163378.9      6.01e-23         1.16         1.48
3730.6685         36.00      4.54e-07      1.39e-06    163371.5      6.01e-23         1.16         1.48
3730.7383         36.00      4.54e-07      1.39e-06    163364.0      6.01e-23         1.16         1.48
3730.8076         36.00      4.54e-07      1.39e-06    163356.6      6.01e-23         1.16         1.48
3730.8772         36.00      4.53e-07      1.39e-06    163349.1      6.01e-23         1.16         1.48
3730.9468         36.00      4.53e-07      1.39e-06    163341.7      6.01e-23         1.16         1.48
3731.0161         36.00      4.53e-07      1.39e-06    163334.3      6.01e-23         1.16         1.48
3731.0857         36.00      4.52e-07      1.39e-06    163326.9      6.01e-23         1.16         1.48
3731.1553         36.00      4.52e-07      1.39e-06    163319.5      6.01e-23         1.16         1.48
3731.2246         36.00      4.52e-07      1.39e-06    163312.2      6.00e-23         1.16         1.48
3731.2944         36.00      4.51e-07      1.39e-06    163304.8      6.00e-23         1.16         1.48
3731.3638         36.00      4.51e-07      1.39e-06    163297.4      6.00e-23         1.16         1.48
3731.4333         36.00      4.51e-07      1.39e-06    163290.1      6.00e-23         1.16         1.48
3731.5029         36.00      4.50e-07      1.39e-06    163282.7      6.00e-23         1.16         1.48
3731.5723         36.00      4.50e-07      1.39e-06    163275.3      6.00e-23         1.16         1.48
3731.6418         36.00      4.50e-07      1.39e-06    163268.0      6.00e-23         1.16         1.48
3731.7114         36.00      4.49e-07      1.39e-06    163260.6      6.00e-23         1.16         1.48
3731.7808         36.00      4.49e-07      1.39e-06    163253.2      6.00e-23         1.16         1.48
3731.8506         36.00      4.49e-07      1.39e-06    163245.8      6.00e-23         1.16         1.48
3731.9199         36.00      4.48e-07      1.39e-06    163238.5      5.99e-23         1.16         1.48
3731.9895         36.00      4.48e-07      1.39e-06    163231.1      5.99e-23         1.16         1.48
3732.0591         36.00      4.48e-07      1.39e-06    163223.7      5.99e-23         1.16         1.48
3732.1284         36.00      4.47e-07      1.39e-06    163216.4      5.99e-23         1.16         1.48
3732.1980         36.00      4.47e-07      1.39e-06    163209.0      5.99e-23         1.16         1.48
3732.2676         36.00      4.47e-07      1.39e-06    163201.6      5.99e-23         1.16         1.48
3732.3369         36.00      4.46e-07      1.39e-06    163194.3      5.99e-23         1.16         1.48
3732.4067         36.00      4.46e-07      1.39e-06    163186.9      5.99e-23         1.16         1.48
3732.4761         36.00      4.46e-07      1.39e-06    163179.5      5.99e-23         1.16         1.48
3732.5457         36.00      4.45e-07      1.39e-06    163172.2      5.99e-23         1.16         1.48
3732.6152         36.00      4.45e-07      1.39e-06    163164.8      5.99e-23         1.16         1.48
3732.6846         36.00      4.45e-07      1.39e-06    163157.4      5.98e-23         1.16         1.48
3732.7542         36.00      4.44e-07      1.39e-06    163150.1      5.98e-23         1.16         1.48
3732.8237         36.00      4.44e-07      1.39e-06    163142.7      5.98e-23         1.16         1.48
3732.8931         36.00      4.43e-07      1.39e-06    163135.3      5.98e-23         1.16         1.48
3732.9629         36.00      4.43e-07      1.39e-06    163127.9      5.98e-23         1.17         1.48
3733.0322         36.00      4.43e-07      1.39e-06    163120.6      5.98e-23         1.17         1.48
3733.1018         36.00      4.42e-07      1.39e-06    163113.2      5.98e-23         1.17         1.48
3733.1714         36.00      4.42e-07      1.39e-06    163105.8      5.98e-23         1.17         1.49
3733.2407         36.00      4.42e-07      1.39e-06    163098.5      5.98e-23         1.17         1.49
3733.3103         36.00      4.41e-07      1.39e-06    163091.1      5.98e-23         1.17         1.49
3733.3799         36.00      4.41e-07      1.39e-06    163083.7      5.97e-23         1.17         1.49
3733.4492         36.00      4.41e-07      1.39e-06    163076.4      5.97e-23         1.17         1.49
3733.5190         36.00      4.40e-07      1.39e-06    163069.0      5.97e-23         1.17         1.49
3733.5884         36.00      4.40e-07      1.39e-06    163061.6      5.97e-23         1.17         1.49
3733.6580         36.00      4.40e-07      1.39e-06    163054.2      5.97e-23         1.17         1.49
3733.7275         36.00      4.39e-07      1.39e-06    163046.9      5.97e-23         1.17         1.49
3733.7969         36.00      4.39e-07      1.39e-06    163039.5      5.97e-23         1.17         1.49
3733.8665         36.00      4.39e-07      1.39e-06    163032.2      5.97e-23         1.17         1.49
3733.9360         36.00      4.38e-07      1.39e-06    163024.8      5.97e-23         1.17         1.49
3734.0054         36.00      4.38e-07      1.39e-06    163017.4      5.97e-23         1.17         1.49
3734.0752         36.00      4.38e-07      1.39e-06    163010.0      5.97e-23         1.17         1.49
3734.1445         36.00      4.37e-07      1.39e-06    163002.5      5.96e-23         1.17         1.49
3734.2141         36.00      4.37e-07      1.39e-06    162995.1      5.96e-23         1.17         1.49
3734.2837         36.00      4.37e-07      1.39e-06    162987.6      5.96e-23         1.17         1.49
3734.3530         36.00      4.36e-07      1.39e-06    162980.2      5.96e-23         1.17         1.49
3734.4226         36.00      4.36e-07      1.39e-06    162972.8      5.96e-23         1.17         1.49
3734.4922         36.00      4.36e-07      1.39e-06    162965.3      5.96e-23         1.17         1.49
3734.5615         36.00      4.35e-07      1.39e-06    162957.9      5.96e-23         1.17         1.49
3734.6313         36.00      4.35e-07      1.39e-06    162950.5      5.96e-23         1.17         1.49
